id,name,state,grade,score,size_tier,national_percentile,snapshot_date,days_until_expiry,expiry_status,mdb_id,validator_version,feed_url,top_fix,scorecard_url
centro,Centro,New York,F,47.5,large,28,2026-07-04,64,current,534,8.0.1,https://www.centro.org/CentroGTFS/CentroGTFS.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/centro/
champaign-urbana-mass-transit-district-mtd,Champaign Urbana Mass Transit District (MTD),Illinois,D,66.8,large,57,2026-07-04,35,current,388,8.0.1,http://developer.cumtd.com/gtfs/google_transit.zip,Delete the empty calendars or set their service days.,https://gtfsscorecard.org/agency/champaign-urbana-mass-transit-district-mtd/
chapel-hill-transit-cht,Chapel Hill Transit (CHT),North Carolina,F,41.5,medium,16,2026-07-04,-550,stale,376,8.0.1,https://data.trilliumtransit.com/gtfs/chapel-hill-transit-nc-us/chapel-hill-transit-nc-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/chapel-hill-transit-cht/
chapel-hill-transit-cht-376,Chapel Hill Transit (CHT),North Carolina,F,41.5,medium,16,2026-07-04,-550,stale,376,8.0.1,http://data.trilliumtransit.com/gtfs/chapel-hill-transit-nc-us/chapel-hill-transit-nc-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/chapel-hill-transit-cht-376/
charles-county-vango,Charles County VanGo,Maryland,F,25.8,medium,3,2026-07-04,-1773,stale,479,8.0.1,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Charles_GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/charles-county-vango/
charleston-area-regional-transportation-authority-carta,Charleston Area Regional Transportation Authority (CARTA),South Carolina,D,61.9,large,51,2026-07-04,42,current,352,8.0.1,https://data.trilliumtransit.com/gtfs/carta-sc-us/carta-sc-us.zip,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/charleston-area-regional-transportation-authority-carta/
charleston-area-regional-transportation-authority-carta-352,Charleston Area Regional Transportation Authority (CARTA),South Carolina,D,65.7,large,56,2026-07-04,42,current,352,8.0.1,http://data.trilliumtransit.com/gtfs/carta-sc-us/carta-sc-us.zip,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/charleston-area-regional-transportation-authority-carta-352/
charlotte-area-transit-system-cats,Charlotte Area Transit System (CATS),North Carolina,F,44.1,large,19,2026-07-04,-1609,stale,640,8.0.1,https://transitfeeds.com/p/charlotte-area-transit-system/1252/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/charlotte-area-transit-system-cats/
charlotte-area-transit-system-cats-2265,Charlotte Area Transit System (CATS),North Carolina,D,69.7,large,61,2026-07-04,92,current,2265,8.0.1,https://gtfsrealtime.ridetransit.org/GTFSStatic/GTFS.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/charlotte-area-transit-system-cats-2265/
charm-city-circulator,Charm City Circulator,Maryland,F,49.6,medium,33,2026-07-04,-1587,stale,493,8.0.1,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/CCC_GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/charm-city-circulator/
chatham-area-transit-cat,Chatham Area Transit (CAT),Georgia,F,8.7,large,0,2026-07-04,-1700,stale,351,8.0.1,https://www.catchacat.org/wp-content/uploads/2019/07/cat_gtfs_06-07-2021.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/chatham-area-transit-cat/
chatham-area-transit-cat-2080,Chatham Area Transit (CAT),Georgia,F,46.0,large,24,2026-07-04,-342,lapsed,2080,8.0.1,https://catchacat.org/wp-content/uploads/GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/chatham-area-transit-cat-2080/
chattanooga-area-regional-transportation-authority-carta,Chattanooga Area Regional Transportation Authority (CARTA),Tennessee,F,33.8,large,8,2026-07-04,-1519,stale,359,8.0.1,https://www.gocarta.org/wp-content/uploads/2021/08/GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/chattanooga-area-regional-transportation-authority-carta/
chattanooga-area-regional-transportation-authority-carta-2082,Chattanooga Area Regional Transportation Authority (CARTA),Tennessee,F,32.6,large,7,2026-07-04,-686,stale,2082,8.0.1,https://www.gocarta.org/wp-content/uploads/2024/01/GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/chattanooga-area-regional-transportation-authority-carta-2082/
chautauqua-area-regional-transit-system-carts,Chautauqua Area Regional Transit System (CARTS),New York,F,46.3,medium,25,2026-07-04,180,current,304,8.0.1,https://s3.amazonaws.com/datatools-511ny/public/CARTS_Chautauqua_Area_Regional_Transit_System_-_City_Routes.zip,Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,https://gtfsscorecard.org/agency/chautauqua-area-regional-transit-system-carts/
chenango-first-transit,Chenango First Transit,New York,D,61.2,small,51,2026-07-04,180,current,536,8.0.1,https://s3.amazonaws.com/datatools-511ny/public/Chenango_First_Transit.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/chenango-first-transit/
cherokee-area-transportation-system-cats,Cherokee Area Transportation System (CATS),Georgia,F,45.1,small,22,2026-07-04,-4568,stale,358,8.0.1,http://documents.atlantaregional.com/transitdata/gtfs_CATS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cherokee-area-transportation-system-cats/
cherriots,Cherriots,Oregon,F,23.8,medium,3,2026-07-04,-183,lapsed,128,8.0.1,https://www.cherriots.org/media/doc/gtfs.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cherriots/
chicago-transit-authority-cta,Chicago Transit Authority (CTA),Illinois,F,38.4,large,12,2026-07-04,27,expiring_soon,389,8.0.1,http://www.transitchicago.com/downloads/sch_data/google_transit.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/chicago-transit-authority-cta/
chicago-water-taxi,Chicago Water Taxi,Illinois,F,48.0,small,30,2026-07-04,-111,lapsed,306,8.0.1,https://data.trilliumtransit.com/gtfs/chicagowatertaxi-il-us/chicagowatertaxi-il-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/chicago-water-taxi/
chittenden-county-transportation-authority-ccta,Chittenden County Transportation Authority (CCTA),Vermont,B,81.2,large,84,2026-07-04,89,current,629,8.0.1,https://data.trilliumtransit.com/gtfs/ccta-vt-us/ccta-vt-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/chittenden-county-transportation-authority-ccta/
chittenden-county-transportation-authority-ccta-629,Chittenden County Transportation Authority (CCTA),Vermont,B,81.2,large,84,2026-07-04,89,current,629,8.0.1,http://data.trilliumtransit.com/gtfs/ccta-vt-us/ccta-vt-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/chittenden-county-transportation-authority-ccta-629/
cincinnati-metro,Cincinnati Metro,Ohio,C,78.2,large,76,2026-07-04,42,current,307,8.0.1,https://www.go-metro.com/uploads/GTFS/google_transit_info.zip,Review the rule documentation for 'equal_shape_distance_same_coordinates' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,https://gtfsscorecard.org/agency/cincinnati-metro/
cincinnati-metro-307,Cincinnati Metro,Ohio,C,78.3,large,76,2026-07-04,42,current,307,8.0.1,http://www.go-metro.com/uploads/GTFS/google_transit_info.zip,Review the rule documentation for 'equal_shape_distance_same_coordinates' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,https://gtfsscorecard.org/agency/cincinnati-metro-307/
citibus,Citibus,Texas,D,68.7,medium,59,2026-07-04,34,current,569,8.0.1,https://data.trilliumtransit.com/gtfs/lubbock-tx-us/lubbock-tx-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/citibus/
citibus-2304,Citibus,Iowa,F,48.4,medium,31,2026-07-04,-550,stale,2304,8.0.1,https://data.trilliumtransit.com/gtfs/davenport-ia-us/davenport-ia-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/citibus-2304/
citibus-569,Citibus,Texas,D,68.7,medium,59,2026-07-04,34,current,569,8.0.1,http://data.trilliumtransit.com/gtfs/lubbock-tx-us/lubbock-tx-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/citibus-569/
cities-area-transit,Cities Area Transit,North Dakota,F,44.4,medium,20,2026-07-04,-703,stale,1247,8.0.1,https://transitfeeds.com/p/cities-area-transit/834/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cities-area-transit/
cities-area-transit-2199,Cities Area Transit,North Dakota,C,71.1,medium,63,2026-07-04,180,current,2199,8.0.1,https://data.trilliumtransit.com/gtfs/cityofgrandforks-nd-us/cityofgrandforks-nd-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/cities-area-transit-2199/
citilink,Citilink,Indiana,F,38.9,large,12,2026-07-04,-2742,stale,1140,8.0.1,https://transitfeeds.com/p/fort-wayne-citilink/378/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/citilink/
citilink-2266,Citilink,Indiana,B,83.0,medium,88,2026-07-04,180,current,2266,8.0.1,https://gtfs.remix.com/citilink_fortwayne_in_us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/citilink-2266/
citrus-county-transit,Citrus County Transit,Florida,F,26.2,small,4,2026-06-27,,unknown,630,8.0.1,https://ftis.org/PostFileDownload.aspx?id=152A0,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/citrus-county-transit/
citrus-county-transit-2257,Citrus County Transit,Florida,F,48.4,medium,31,2026-07-04,-550,stale,2257,8.0.1,https://www.citrusbocc.com/document_center/Department/Community%20Services/Support%20Services/Transit/GTFS%20Text%20Files/GTFS%2011-18-24.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/citrus-county-transit-2257/
city-2-city-shuttle,City 2 City Shuttle,Oregon,F,51.1,small,37,2026-07-04,-3290,stale,129,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/citytocityshuttle-or-us/citytocityshuttle-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/city-2-city-shuttle/
city-coach,City Coach,,F,57.0,medium,47,2026-07-04,-4,lapsed,,8.0.1,https://data.trilliumtransit.com/gtfs/vacavillecitycoach-ca-us/vacavillecitycoach-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/city-coach/
city-coach-599,City Coach,California,F,53.5,medium,41,2026-07-04,-4,lapsed,599,8.0.1,http://data.trilliumtransit.com/gtfs/vacavillecitycoach-ca-us/vacavillecitycoach-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/city-coach-599/
city-of-banning-transit,City of Banning Transit,,C,77.9,small,75,2026-07-04,28,expiring_soon,,8.0.1,https://data.trilliumtransit.com/gtfs/banning-ca-us/banning-ca-us.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/city-of-banning-transit/
city-of-banning-transit-220,City of Banning Transit,California,C,77.9,small,75,2026-07-04,28,expiring_soon,220,8.0.1,http://data.trilliumtransit.com/gtfs/banning-ca-us/banning-ca-us.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/city-of-banning-transit-220/
city-of-bell-la-campana,City of Bell (La Campana),,F,44.7,small,21,2026-07-04,-1645,stale,,8.0.1,https://data.trilliumtransit.com/gtfs/lacampana-ca-us/lacampana-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/city-of-bell-la-campana/
city-of-bell-la-campana-2249,City of Bell (La Campana),California,F,50.3,small,35,2026-07-04,-550,stale,2249,8.0.1,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/lacampana-ca-us/lacampana-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/city-of-bell-la-campana-2249/
city-of-bell-la-campana-562,City of Bell (La Campana),California,F,44.7,small,21,2026-07-04,-1645,stale,562,8.0.1,http://data.trilliumtransit.com/gtfs/lacampana-ca-us/lacampana-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/city-of-bell-la-campana-562/
city-of-coolidge,Cotton Express and Central Arizona Regional Transit,Arizona,D,64.8,small,55,2026-07-04,-550,stale,2856,8.0.1,https://coolidgeaz.govoffice2.com/vertical/Sites/%7BAE188E70-DD7F-47BE-99EF-B58B70641DF9%7D/uploads/coolidge_gtfs.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/city-of-coolidge/
