id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry
patco-speedline-3035,PATCO Speedline,2026-07-06,A,100.0,100.0,100.0,100.0,,178
patriots-party-boats,Patriots Party Boats,2026-07-06,B,83.6,94.0,95.0,60.0,,57
patriots-party-boats-424,Patriots Party Boats,2026-07-06,B,83.6,94.0,95.0,60.0,,57
people-for-people-community-connector,People for People (Community Connector),2026-07-06,B,83.6,92.0,100.0,58.8,,177
people-mover,People Mover,2026-07-06,C,74.8,76.0,100.0,53.0,,148
petaluma-transit,Petaluma Transit,2026-07-06,F,48.1,65.5,0.0,62.2,,-1102
petaluma-transit-72,Petaluma Transit,2026-07-06,F,48.1,65.5,0.0,62.2,,-1102
peter-pan,Peter Pan,2026-07-06,F,43.7,67.8,0.0,44.9,,-552
peter-pan-496,Peter Pan,2026-07-06,F,43.7,67.8,0.0,44.9,,-552
petersburg-area-transit,Petersburg Area Transit,2026-07-06,F,59.9,74.0,43.3,53.5,,26
petersburg-area-transit-2441,Flex,2026-07-06,F,47.6,46.0,43.3,53.4,,26
petersburg-area-transit-591,Petersburg Area Transit,2026-07-06,F,59.9,74.0,43.3,53.5,,26
philomath-connection,Philomath Connection,2026-07-06,F,46.4,74.0,0.0,45.0,,-1557
philomath-connection-2205,Philomath Connection,2026-07-06,C,75.2,88.0,100.0,37.5,,543
philomath-connection-878,Philomath Connection,2026-07-06,F,46.4,74.0,0.0,45.0,,-1557
phlash,Philly PHLASH,2026-07-06,A,95.0,99.0,100.0,85.4,,334
piedmont-authority-for-regional-transportation-part,Piedmont Authority for Regional Transportation (PART),2026-07-06,B,84.9,74.0,100.0,88.0,,178
piedmont-authority-for-regional-transportation-part-373,Piedmont Authority for Regional Transportation (PART),2026-07-06,B,84.9,74.0,100.0,88.0,,178
pierce-transit,Pierce Transit,2026-07-06,B,80.9,72.8,90.0,85.0,,54
pinellas-suncoast-transit-authority-psta,Pinellas Suncoast Transit Authority (PSTA),2026-07-06,F,34.2,58.0,0.0,28.1,,-30
pioneer-valley-transit-authority-pvta,Pioneer Valley Transit Authority (PVTA),2026-07-06,F,30.3,0.0,0.0,97.0,,-842
pioneer-valley-transit-authority-pvta-2416,Pioneer Valley Transit Authority (PVTA),2026-07-06,F,45.7,9.5,90.0,97.4,0.0,54
placer-county-transit,Placer County Transit,2026-07-06,B,80.5,83.8,100.0,60.3,,87
placer-county-transit-77,Placer County Transit,2026-07-06,B,80.5,83.8,100.0,60.3,,87
playa-vista-shuttle,Playa Vista Shuttle,2026-07-06,F,46.4,74.0,0.0,45.0,,-1654
playa-vista-shuttle-799,Playa Vista Shuttle,2026-07-06,F,46.4,74.0,0.0,45.0,,-1654
plumas-transit,Plumas Transit,2026-07-06,B,80.7,95.5,95.0,48.6,,57
plumas-transit-119,Plumas Transit,2026-07-06,B,80.7,95.5,95.0,48.6,,57
plymouth-brockton-street-railway-co,Plymouth & Brockton Street Railway Co,2026-07-06,B,88.3,100.0,100.0,62.6,,87
plymouth-brockton-street-railway-co-556,Plymouth & Brockton Street Railway Co,2026-07-06,B,88.3,100.0,100.0,62.6,,87
pocatello-regional-transit,Pocatello Regional Transit,2026-07-06,A,94.8,100.0,100.0,83.5,,178
pony-express,Pony Express,2026-07-06,D,67.8,98.0,43.3,45.0,,26
pony-express-828,Pony Express,2026-07-06,D,67.8,98.0,43.3,45.0,,26
port-authority-of-allegheny-county,Port Authority of Allegheny County,2026-07-06,F,56.8,33.0,100.0,37.6,79.4,110
port-authority-trans-hudson-path,Port Authority Trans-Hudson (PATH),2026-07-06,F,52.9,78.0,0.0,60.0,,-35
port-authority-trans-hudson-path-517,Port Authority Trans-Hudson (PATH),2026-07-06,F,52.9,78.0,0.0,60.0,,-35
portage-area-regional-transportation-authority-parta,Portage Area Regional Transportation Authority (PARTA),2026-07-06,F,36.8,68.0,0.0,22.4,,-2368
portage-area-regional-transportation-authority-parta-2256,Portage Area Regional Transportation Authority (PARTA),2026-07-06,F,57.6,78.5,50.0,34.3,,30
porterville-transit,Porterville Transit,2026-07-06,F,36.5,62.0,0.0,30.0,,-1009
porterville-transit-48,Porterville Transit,2026-07-06,F,36.5,62.0,0.0,30.0,,-1009
potomac-and-rappahannock-transportation-commission-prtc,Potomac and Rappahannock Transportation Commission (PRTC),2026-07-06,F,19.0,17.0,0.0,37.0,,-575
potomac-and-rappahannock-transportation-commission-prtc-omniride,Potomac and Rappahannock Transportation Commission (PRTC) Omniride,2026-07-06,F,39.7,35.5,31.7,51.9,,19
prairie-express-transit,Prairie Express Transit,2026-07-06,C,75.5,94.0,100.0,30.0,,148
prairie-express-transit-801,Prairie Express Transit,2026-07-06,C,75.5,94.0,100.0,30.0,,148
prince-george-s-county-the-bus,Prince George's County (The Bus),2026-07-06,C,74.5,91.5,95.0,34.4,,57
prowers-area-transit,Flex v2 included,2026-07-06,C,75.5,94.0,100.0,30.0,,118
pueblo-transit,Flex,2026-07-06,D,64.0,80.0,41.7,59.5,,25
pueblo-transit-2232,Pueblo Transit,2026-07-06,B,80.3,84.0,100.0,59.5,,238
puget-sound-educational-service-district,Puget Sound Educational Service District,2026-07-06,C,75.5,94.0,100.0,30.0,,299
puget-sound-express,Puget Sound Express,2026-07-06,F,53.7,80.0,0.0,60.0,,-2473
puget-sound-express-281,Puget Sound Express,2026-07-06,F,53.7,80.0,0.0,60.0,,-2473
pulaski-area-transit-pat,Pulaski Area Transit (PAT),2026-07-06,F,42.6,71.0,0.0,37.0,,-1467
pulaski-area-transit-pat-2198,Pulaski Area Transit (PAT),2026-07-06,C,75.2,92.0,95.0,36.0,,57
pulaski-area-transit-pat-2442,Flex,2026-07-06,C,78.2,88.0,95.0,50.9,,57
qline-detroit,Qline Detroit,2026-07-06,F,50.4,76.0,0.0,55.0,,-187
qline-detroit-802,Qline Detroit,2026-07-06,F,50.4,76.0,0.0,55.0,,-187
quail-trail-public-transit,Quail Trail Public Transit,2026-07-06,C,79.8,96.0,95.0,45.0,,57
queen-anne-s-county-ride,Queen Anne's County Ride,2026-07-06,F,59.2,80.0,0.0,77.5,,-2013
rabbit-transit,Rabbit Transit,2026-07-06,F,34.6,41.5,0.0,52.5,,-1283
radar,RADAR,2026-07-06,D,69.7,91.8,43.3,59.9,,26
radar-2443,Flex,2026-07-06,F,59.2,67.8,43.3,59.8,,26
radar-832,RADAR,2026-07-06,D,69.7,91.8,43.3,59.9,,26
radford-transit,Radford Transit,2026-07-06,F,52.1,69.2,50.0,29.9,,30
radford-transit-2415,Radford Transit,2026-07-06,D,61.3,94.0,43.3,29.9,,26
red-apple-transit,Red Apple Transit,2026-07-06,F,56.7,88.0,0.0,58.2,,-37
red-apple-transit-160,Red Apple Transit,2026-07-06,F,56.7,88.0,0.0,58.2,,-37
red-rose-transit-authority-rrta,Red Rose Transit Authority (RRTA),2026-07-06,F,48.0,83.0,0.0,37.5,,-1648
red-rose-transit-authority-rrta-2000,Red Rose Transit Authority (RRTA),2026-07-06,C,71.3,79.0,100.0,37.5,,543
redding-area-bus-authority,Redding Area Bus Authority,2026-07-06,F,56.9,76.5,0.0,75.1,,-42
redding-area-bus-authority-2853,Flex,2026-07-06,F,37.8,65.0,0.0,30.1,,-187
redding-area-bus-authority-3031,Redding Area Bus Authority,2026-07-06,A,91.9,81.5,100.0,100.0,,178
redding-area-bus-authority-raba,Redding Area Bus Authority (RABA),2026-07-06,F,26.4,17.5,0.0,60.0,,-1009
redding-area-bus-authority-raba-114,Redding Area Bus Authority (RABA),2026-07-06,F,26.4,17.5,0.0,60.0,,-1009
redding-area-bus-authority-raba-1972,Redding Area Bus Authority (RABA),2026-07-06,F,37.3,45.0,0.0,56.4,,-187
redwood-coast-transit-rct,Redwood Coast Transit (RCT),2026-07-06,F,55.5,72.0,0.0,76.9,,-44
redwood-coast-transit-rct-20,Redwood Coast Transit (RCT),2026-07-06,F,55.5,72.0,0.0,76.9,,-44
regional-transit-service,Regional Transit Service,2026-07-06,F,37.6,59.5,0.0,37.1,,-1922
regional-transit-service-seneca-rts-seneca,Regional Transit Service Seneca (RTS Seneca),2026-07-06,F,38.8,72.5,0.0,22.5,,-5849
regional-transportation-agency-of-central-maryland-rta,Regional Transportation Agency of Central Maryland (RTA),2026-07-06,F,59.3,82.0,0.0,75.1,,-6
regional-transportation-agency-of-central-maryland-rta-489,Regional Transportation Agency of Central Maryland (RTA),2026-07-06,F,55.8,74.0,0.0,75.1,,-6
regional-transportation-commission-of-southern-nevada-rtc,Regional Transportation Commission of Southern Nevada (RTC),2026-07-06,F,33.1,49.0,0.0,37.4,,-842
regional-transportation-commission-of-southern-nevada-rtc-2351,Regional Transportation Commission of Southern Nevada (RTC),2026-07-06,F,52.8,49.2,78.3,37.5,,47
regional-transportation-commission-rtc,Regional Transportation Commission (RTC),2026-07-06,B,83.3,90.5,100.0,59.9,,60
regional-transportation-commission-rtc-120,Regional Transportation Commission (RTC),2026-07-06,B,83.3,90.5,100.0,59.9,,60
regional-transportation-district,Flex v2 included,2026-07-06,F,44.4,0.0,100.0,62.1,,82
regional-transportation-district-rtd,Bustang,2026-07-06,F,45.7,61.5,0.0,60.0,,-1647
regional-transportation-district-rtd-169,Bustang,2026-07-06,F,45.7,61.5,0.0,60.0,,-1647
regional-transportation-district-rtd-178,Regional Transportation District (RTD),2026-07-06,C,74.9,60.8,100.0,62.1,90.7,82
regional-transportation-district-rtd-2280,Bustang,2026-07-06,C,73.4,55.2,100.0,77.5,,82
relaxsan,reLAXsan,2026-07-06,F,54.4,81.5,0.0,60.0,,-84
rensselaer-county-yankee-trails,Rensselaer County (Yankee Trails),2026-07-06,C,74.1,85.5,100.0,37.5,,178
rhode-island-public-transit-authority,Rhode Island Public Transit Authority,2026-07-06,F,50.0,59.0,0.0,37.5,100.0,-17
rhody-express,Rhody Express,2026-07-06,B,81.6,100.0,95.0,45.0,,57
ride-connection,Ride Connection,2026-07-06,B,83.4,93.8,100.0,55.6,,210
ride-sitka,RIDE Sitka,2026-07-06,F,52.9,83.5,0.0,52.5,,-1648
ridgecrest-transit,Ridgecrest Transit,2026-07-06,F,52.3,87.5,0.0,45.0,,-339
ridgerunner,Ridgerunner,2026-07-06,F,19.5,1.8,0.0,60.0,,-1648
ridgerunner-311,Ridgerunner,2026-07-06,F,19.5,1.8,0.0,60.0,,-1648
rio-metro-regional-transit-district,Rio Metro Regional Transit District,2026-07-06,D,63.0,73.0,0.0,99.3,,-797
rio-vista-delta-breeze,Rio Vista Delta Breeze,2026-07-06,F,52.0,76.0,0.0,60.0,,-521
rio-vista-delta-breeze-81,Rio Vista Delta Breeze,2026-07-06,F,52.0,76.0,0.0,60.0,,-521
rivercities-transit-rct,RiverCities Transit (RCT),2026-07-06,B,80.3,86.0,100.0,56.7,,147
rivercities-transit-rct-259,RiverCities Transit (RCT),2026-07-06,B,80.3,86.0,100.0,56.7,,147
riverside-transit-agency,Riverside Transit Agency,2026-07-06,C,72.9,70.0,100.0,37.5,95.0,68
roadrunner,RoadRunner,2026-07-06,F,52.5,80.2,0.0,55.7,,-3473
roadrunner-644,RoadRunner,2026-07-06,F,52.5,80.2,0.0,55.7,,-3473
roadrunner-transit,RoadRUNNER Transit,2026-07-06,D,61.8,88.0,0.0,74.6,,-1068
roadrunner-transit-2075,RoadRUNNER Transit,2026-07-06,F,53.6,73.5,48.3,29.9,,29
roadrunner-transit-564,RoadRUNNER Transit,2026-07-06,D,61.8,88.0,0.0,74.6,,-1068
roadrunnertransit,RoadrunnerTransit,2026-07-06,C,72.3,76.0,100.0,45.0,,210
roaring-fork-transportation-authority,Roaring Fork Transportation Authority,2026-07-06,B,83.7,86.0,100.0,67.5,,76
roaring-fork-transportation-authority-162,Roaring Fork Transportation Authority,2026-07-06,B,83.7,86.0,100.0,67.5,,76
roaring-fork-transportation-authority-2278,Roaring Fork Transportation Authority,2026-07-06,B,84.6,88.0,100.0,67.5,,76
roaring-fork-transportation-authority-rfta,Flex,2026-07-06,C,76.7,86.0,100.0,44.9,,87
rochester-city-lines,Rochester City Lines,2026-07-06,F,50.8,79.0,0.0,52.1,,-3839
rochester-genesee-regional-transportation-authority-rgrta,Rochester-Genesee Regional Transportation Authority (RGRTA),2026-07-06,D,62.6,46.0,100.0,67.9,47.6,62
rochester-genesee-regional-transportation-authority-rgrta-533,Rochester-Genesee Regional Transportation Authority (RGRTA),2026-07-06,D,65.0,42.0,100.0,67.9,66.7,62
rochester-transit-service,Livingston County,2026-07-06,C,76.3,79.8,100.0,52.5,,1310
rock-region-metro,Rock Region Metro,2026-07-06,F,39.7,64.0,0.0,37.5,,-3840
rock-region-metro-2264,Rock Region Metro,2026-07-06,F,36.9,57.5,0.0,37.5,,-260
rockingham-moover,Rockingham MOOver,2026-07-06,B,81.1,85.8,100.0,59.3,,87
rocky-mountain-national-park,Rocky Mountain National Park Shuttles,2026-07-06,B,81.3,85.8,100.0,60.0,,106
rocky-mountain-national-park-shuttles,Rocky Mountain National Park Shuttles,2026-07-06,B,81.3,85.8,100.0,60.0,,106
rocky-mountain-national-park-shuttles-176,Rocky Mountain National Park Shuttles,2026-07-06,B,81.3,85.8,100.0,60.0,,106
rogue-valley-transportation-district-rvtd,Rogue Valley Transportation District (RVTD),2026-07-06,F,47.4,66.0,0.0,59.2,,-113
rogue-valley-transportation-district-rvtd-122,Rogue Valley Transportation District (RVTD),2026-07-06,F,47.4,66.0,0.0,59.2,,-113
rogue-valley-transportation-district-rvtd-3103,Rogue Valley Transportation District (RVTD),2026-07-06,F,44.1,58.0,0.0,59.9,,-15
rogue-valley-transportation-district-rvtd-3219,Rogue Valley Transportation District (RVTD),2026-07-06,D,65.6,80.5,46.7,59.9,,28
roosevelt-island-operating-corporation-tramway-rioc-tramway,Roosevelt Island Operating Corporation Tramway (RIOC Tramway),2026-07-06,A,92.9,89.2,100.0,92.5,,178
roosevelt-island-operating-corporation-tramway-rioc-tramway-1109,Roosevelt Island Operating Corporation Tramway (RIOC Tramway),2026-07-06,A,92.9,89.2,100.0,92.5,,178
rosemead-explorer,Rosemead Explorer,2026-07-06,F,46.7,74.5,0.0,45.0,,-552
rosemead-explorer-3098,Rosemead Explorer,2026-07-06,F,55.1,87.5,48.3,15.0,,29
roseville-transit,Roseville Transit,2026-07-06,D,67.5,82.8,100.0,20.0,,178
routt-county-council-on-aging-rccoca-transportation,Flex,2026-07-06,D,63.4,88.0,43.3,45.0,,26
rural-community-transportation-rct,Rural Community Transportation (RCT),2026-07-06,B,83.1,90.0,100.0,59.9,,177
rural-community-transportation-rct-2882,Rural Community Transportation (RCT),2026-07-06,B,81.2,86.0,100.0,59.4,,177
rural-community-transportation-rct-448,Rural Community Transportation (RCT),2026-07-06,B,81.3,86.0,100.0,59.9,,177
ruraltransit,ruralTRANSIT,2026-07-06,C,77.6,92.0,93.3,45.0,,56
ruraltransit-822,ruralTRANSIT,2026-07-06,C,77.6,92.0,93.3,45.0,,56
ryde-racine,Ryde Racine,2026-07-06,F,45.3,67.0,0.0,51.2,,-1466
ryde-racine-2246,Ryde Racine,2026-07-06,C,78.4,95.2,100.0,37.5,,543
ryde-racine-395,Ryde Racine,2026-07-06,F,45.3,67.0,0.0,51.2,,-1466
sacramento-regional-transit-sacrt,Sacramento Regional Transit (SacRT),2026-07-06,D,60.9,83.5,66.7,24.5,,40
sacramento-regional-transit-sacrt-1296,Sacramento Regional Transit (SacRT),2026-07-06,D,60.9,83.5,66.7,24.5,,40
sacramento-regional-transit-sacrt-2137,Sacramento Regional Transit (SacRT),2026-07-06,F,39.1,71.5,0.0,24.9,,-457
sage-stage,Sage Stage,2026-07-06,B,86.0,86.0,100.0,74.7,,177
sage-stage-113,Sage Stage,2026-07-06,B,86.0,86.0,100.0,74.7,,177
saint-mary-s-transit-system,Saint Maryʼs Transit System,2026-07-06,F,42.6,71.5,0.0,36.3,,-1981
saint-mary-s-transit-system-2268,Saint Maryʼs Transit System,2026-07-06,D,66.2,67.5,100.0,37.5,,1275
san-benito-county-express-sbce,San Benito County Express (SBCE),2026-07-06,F,50.4,80.0,0.0,49.3,,-31
san-benito-county-express-sbce-58,San Benito County Express (SBCE),2026-07-06,F,50.4,80.0,0.0,49.3,,-31
san-diego-international-airport-metropolitan-transit-system-mts,"San Diego International Airport, Metropolitan Transit System (MTS)",2026-07-06,F,54.9,0.0,100.0,95.7,,61
san-francisco-bay-area-water-emergency-transportation-authority-weta,San Francisco Bay Area Water Emergency Transportation Authority (WETA),2026-07-06,A,90.3,94.0,100.0,77.4,,118
san-francisco-bay-area-water-emergency-transportation-authority-weta-3143,San Francisco Bay Area Water Emergency Transportation Authority (WETA),2026-07-06,B,88.6,90.0,100.0,77.4,,118
san-francisco-bay-area-water-emergency-transportation-authority-weta-62,San Francisco Bay Area Water Emergency Transportation Authority (WETA),2026-07-06,B,88.6,90.0,100.0,77.4,,118
san-francisco-municipal-transportation-agency-sfmta-muni,San Francisco Municipal Transportation Agency (SFMTA - Muni),2026-07-06,F,31.6,34.8,0.0,52.5,,-689
san-francisco-municipal-transportation-agency-sfmta-muni-2886,San Francisco Municipal Transportation Agency (SFMTA - Muni),2026-07-06,D,61.7,51.5,73.3,66.6,,53
san-joaquin-regional-transit-district,San Joaquin Regional Transit District,2026-07-06,B,80.2,94.0,100.0,45.0,,330
san-joaquin-regional-transit-district-rtd,San Joaquin Regional Transit District (RTD),2026-07-06,D,62.9,72.0,31.7,75.0,,19
san-juan-capistrano-free-weekend-trolley,San Juan Capistrano Free Weekend Trolley,2026-07-06,F,46.4,74.0,0.0,45.0,,-1675
san-juan-capistrano-free-weekend-trolley-596,San Juan Capistrano Free Weekend Trolley,2026-07-06,F,46.4,74.0,0.0,45.0,,-1675
san-leandro-links,San Leandro Links,2026-07-06,F,44.5,70.0,0.0,44.5,,-1648
san-leandro-links-810,San Leandro Links,2026-07-06,F,44.5,70.0,0.0,44.5,,-1648
san-luis-obispo-regional-transit-authority-slorta,San Luis Obispo Regional Transit Authority (SLORTA),2026-07-06,B,81.7,92.0,100.0,52.5,,543
san-mateo-county-transit-district-samtrans,San Mateo County Transit District (samTrans),2026-07-06,C,72.4,97.8,43.3,60.0,,26
san-miguel-authority-for-regional-transportation-smart,San Miguel Authority for Regional Transportation (SMART),2026-07-06,F,48.7,68.0,0.0,60.5,,-1193
san-miguel-authority-for-regional-transportation-smart-811,San Miguel Authority for Regional Transportation (SMART),2026-07-06,F,48.7,68.0,0.0,60.5,,-1193
san-miguel-county,San Miguel County,2026-07-06,B,83.4,91.8,100.0,58.3,,105
sandia-shuttle,Sandia Shuttle,2026-07-06,F,49.4,70.0,0.0,60.0,,-1283
sandia-shuttle-167,Sandia Shuttle,2026-07-06,F,49.4,70.0,0.0,60.0,,-1283
sandy-area-metro-sam,Sandy Area Metro (SAM),2026-07-06,C,80.0,83.2,100.0,59.4,,148
sandy-area-metro-sam-2739,Static feed for realtime,2026-07-06,F,58.0,68.8,48.3,45.0,65.0,29
sanford-trolley,Sanford Trolley,2026-07-06,F,57.0,87.5,0.0,60.0,,-1648
santa-barbara-metropolitan-transit-district-mtd,Santa Barbara Metropolitan Transit District (MTD),2026-07-06,B,86.8,88.0,68.3,100.0,,41
santa-clara-valley-transportation-authority-vta,Santa Clara Valley Transportation Authority (VTA),2026-07-06,D,69.7,55.5,56.7,100.0,,34
santa-clarita-transit,Santa Clarita Transit,2026-06-27,F,26.2,60.0,0.0,0.0,,
santa-cruz-metro-scmtd,Santa Cruz Metro (SCMTD),2026-07-06,F,56.2,75.0,0.0,75.0,,-663
santa-cruz-metro-scmtd-2425,Santa Cruz Metro (SCMTD),2026-07-06,A,92.4,99.0,100.0,74.9,95.3,65
santa-fe-trails,Santa Fe Trails,2026-07-06,D,64.8,76.8,0.0,100.0,,-98
santa-fe-trails-839,Santa Fe Trails,2026-07-06,D,64.8,76.8,0.0,100.0,,-98
santa-maria-area-transit,Santa Maria Area Transit,2026-07-06,F,33.6,33.8,0.0,60.3,,-1709
santa-maria-area-transit-2272,Santa Maria Area Transit,2026-07-06,D,60.2,71.0,85.0,25.1,,361
santa-maria-area-transit-26,Santa Maria Area Transit,2026-07-06,F,33.6,33.8,0.0,60.3,,-1709
santa-rosa-citybus,Santa Rosa CityBus,2026-07-06,F,36.5,46.0,0.0,52.5,,-2293
santa-rosa-citybus-1986,Santa Rosa CityBus,2026-07-06,F,39.6,53.0,0.0,52.5,,-855
santa-ynez-valley-transit,Santa Ynez Valley Transit,2026-07-06,A,96.5,92.0,100.0,100.0,,208
santa-ynez-valley-transit-813,Santa Ynez Valley Transit,2026-07-06,A,96.5,92.0,100.0,100.0,,208
sarasota-county-area-transit,Sarasota County Area Transit,2026-07-06,F,22.6,35.0,0.0,23.3,,-1676
sarasota-county-area-transit-scat,Sarasota County Area Transit (SCAT),2026-07-06,F,51.1,42.2,85.0,36.5,,1089
sarasota-county-area-transit-scat-348,Sarasota County Area Transit (SCAT),2026-07-06,F,51.1,42.2,85.0,36.5,,1089
schuyler-county-transit,Schuyler County Transit,2026-07-06,F,45.9,73.5,0.0,43.9,,-918
seastreak-ferry,Seastreak Ferry,2026-07-06,C,73.5,71.0,100.0,55.9,,1354
seattle-children-s-hospital-shuttle,Seattle Children's Hospital Shuttle,2026-07-06,F,37.9,49.2,0.0,52.5,,-735
sedona-shuttle,Sedona Shuttle,2026-07-06,A,99.8,99.5,100.0,100.0,,421
selah-transit,Selah Transit,2026-07-06,D,62.4,82.0,0.0,85.0,,-96
senior-resource-development-agency,Flex,2026-07-06,F,56.1,82.0,43.3,30.0,,26
shawnee-mass-transit-district,Shawnee Mass Transit District,2026-07-06,B,82.6,99.5,100.0,45.0,,8611
shore-line-east,Shore Line East,2026-07-06,F,47.9,72.0,0.0,52.5,,-552
shore-transit,Shore Transit,2026-07-06,F,42.3,67.2,0.0,41.3,,-2378
shore-transit-3149,Shore Transit,2026-07-06,F,49.2,88.0,0.0,34.3,,-45
shoreline-metro,Shoreline Metro,2026-07-06,B,83.1,90.0,100.0,60.0,,543
shoreline-metro-399,Shoreline Metro,2026-07-06,B,83.1,90.0,100.0,60.0,,543
shreveport-and-bossier-city,Shreveport and Bossier City,2026-07-06,F,34.7,20.5,85.0,42.1,0.0,26841
shuttle-oregon,Shuttle Oregon,2026-07-06,F,42.1,64.0,0.0,45.0,,-1131
sierra-madre-gateway-coach,Sierra Madre Gateway Coach,2026-07-06,F,48.5,68.0,0.0,60.0,,-1648
sierra-madre-gateway-coach-2251,Sierra Madre Gateway Coach,2026-07-06,F,54.1,80.8,0.0,60.0,,-552
sierra-madre-gateway-coach-829,Sierra Madre Gateway Coach,2026-07-06,F,48.5,68.0,0.0,60.0,,-1648
silver-key-senior-services,Flex,2026-07-06,C,78.9,94.0,95.0,45.0,,57
simi-valley-transit,Simi Valley Transit,2026-07-06,F,56.6,69.5,0.0,83.8,,-1131
simi-valley-transit-40,Simi Valley Transit,2026-07-06,F,56.6,69.5,0.0,83.8,,-1131
sioux-area-metro-sam,Sioux Area Metro (SAM),2026-07-06,F,50.0,72.0,0.0,59.3,,-826
sioux-area-metro-sam-192,Sioux Area Metro (SAM),2026-07-06,F,50.0,72.0,0.0,59.3,,-826
sioux-city-transit-system,Sioux City Transit System,2026-07-06,B,82.6,90.0,100.0,58.3,,179
sioux-city-transit-system-191,Sioux City Transit System,2026-07-06,B,82.6,90.0,100.0,58.3,,179
siskiyou-county,Siskiyou County,2026-07-06,B,81.8,71.5,100.0,81.6,,1480
siskiyou-county-117,Siskiyou County,2026-07-06,B,81.8,71.5,100.0,81.6,,1480
skamania-county-transit,Skamania County Transit,2026-07-06,B,80.2,94.0,100.0,45.0,,118
snoqualmie-valley-transportation,Snoqualmie Valley Transportation,2026-07-06,B,81.7,90.0,100.0,55.5,,118
snowmass-village-transportation,Snowmass Village Transportation,2026-07-06,C,75.5,79.2,100.0,50.7,,76
snowmass-village-transportation-164,Snowmass Village Transportation,2026-07-06,C,75.5,79.2,100.0,50.7,,76
soltrans,SolTrans (Solano County Transit),2026-07-06,A,94.1,92.0,100.0,92.2,,543
sonoma-county-airport-express,Sonoma County Airport Express,2026-07-06,F,49.4,70.0,0.0,60.0,,-1283
sonoma-county-airport-express-66,Sonoma County Airport Express,2026-07-06,F,49.4,70.0,0.0,60.0,,-1283
sonoma-county-transit-sct,Sonoma County Transit (SCT),2026-07-06,D,68.6,84.0,55.0,57.9,,33
sonoma-county-transit-sct-70,Sonoma County Transit (SCT),2026-07-06,D,68.6,84.0,55.0,57.9,,33
sonoma-marin-area-rail-transit-smart,Sonoma-Marin Area Rail Transit (SMART),2026-07-06,A,98.9,98.0,100.0,99.4,,188
sonoma-marin-area-rail-transit-smart-815,Sonoma-Marin Area Rail Transit (SMART),2026-07-06,A,98.9,98.0,100.0,99.4,,188
sound-generations-hyde-shuttle,do not use - deprecfated,2026-07-06,C,74.6,92.0,100.0,30.0,,118
sound-transit,Sound Transit,2026-07-06,B,84.2,70.8,88.3,99.5,,53
sound-transit-metro-transit-city-of-seattle-king-county-metro,"Sound Transit, Metro Transit, City of Seattle - King County Metro",2026-07-06,A,90.5,85.0,88.3,99.8,,53
south-central-council-of-governments-sccog,Flex,2026-07-06,C,72.0,86.0,100.0,30.0,,118
south-clackamas-transportation-district,South Clackamas Transportation District,2026-07-06,C,74.1,84.0,93.3,45.0,,56
south-county-transit-link,South County Transit Link,2026-07-06,F,30.0,27.8,0.0,57.2,,-1648
south-county-transit-link-817,South County Transit Link,2026-07-06,F,30.0,27.8,0.0,57.2,,-1648
south-florida-regional-transportation-authority-tri-rail,South Florida Regional Transportation Authority (Tri-Rail),2026-07-06,D,67.4,78.8,85.0,37.5,,507
south-metro-area-regional-transit-smart,South Metro Area Regional Transit (SMART),2026-07-06,F,30.1,37.5,0.0,43.8,,-1047
south-metro-area-regional-transit-smart-248,South Metro Area Regional Transit (SMART),2026-07-06,F,30.1,37.5,0.0,43.8,,-1047
south-metro-area-regional-transit-smart-2706,South Metro Area Regional Transit (SMART),2026-07-06,C,72.1,68.2,85.0,45.0,100.0,26841
south-portland,South Portland,2026-07-06,F,37.2,66.5,0.0,25.9,,-1558
south-portland-2641,South Portland,2026-07-06,F,37.0,72.5,0.0,46.6,0.0,-274
south-shore-line,South Shore Line,2026-07-06,B,89.7,94.0,100.0,100.0,58.8,1639
southeast-area-transit-district,Southeast Area Transit District,2026-07-06,F,44.5,60.0,0.0,58.3,,-1135
southeast-area-transit-district-2240,Southeast Area Transit District,2026-07-06,C,78.0,69.5,100.0,72.4,,356
southeast-area-transit-district-552,Southeast Area Transit District,2026-07-06,F,44.5,60.0,0.0,58.3,,-1135
southeastern-pennsylvania-transportation-authority-septa,Bus,2026-07-06,D,62.2,32.2,43.3,92.5,95.5,26
southeastern-pennsylvania-transportation-authority-septa-503,Rail,2026-07-06,C,75.0,76.8,31.7,92.5,93.3,19
southeastern-regional-transit-authority-srta,Southeastern Regional Transit Authority (SRTA),2026-07-06,F,52.4,71.5,0.0,67.5,,-9
southeastern-regional-transit-authority-srta-421,Southeastern Regional Transit Authority (SRTA),2026-07-06,F,51.5,69.5,0.0,67.5,,-9
southwest-point,SouthWest POINT,2026-07-06,F,48.5,68.0,0.0,60.0,,-1817
southwest-rides,Flex,2026-07-06,C,75.5,94.0,100.0,30.0,,330
spirit-bus,Spirit Bus,2026-07-06,F,52.3,86.0,0.0,47.0,,-826
spirit-bus-2202,Spirit Bus,2026-07-06,D,65.0,79.5,48.3,30.0,100.0,29
spirit-bus-39,Spirit Bus,2026-07-06,F,52.3,86.0,0.0,47.0,,-826
spokane-transit-authority-sta,Spokane Transit Authority (STA),2026-07-06,B,82.4,65.2,100.0,92.5,,75
