id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry
duarte-transit-105,Duarte Transit,2026-07-06,F,46.8,64.0,0.0,60.0,,-2378
duke-university,Duke University,2026-07-06,F,38.6,54.0,0.0,48.0,,-330
duke-university-378,Duke University,2026-07-06,F,38.6,54.0,0.0,48.0,,-330
duluth-transit,Duluth Transit,2026-07-06,F,59.9,70.0,90.0,22.5,58.8,54
durango-transit,Durango Transit,2026-07-06,B,84.9,82.5,100.0,76.1,,543
durango-transit-2290,Flex,2026-07-06,B,80.2,94.0,100.0,45.0,,148
dutchess-county,Dutchess County,2026-07-06,D,63.3,60.8,100.0,37.5,,9217
eastern-point,Eastern Point,2026-07-06,F,51.1,74.0,0.0,60.0,,-1817
eastern-sierra-transit,Eastern Sierra Transit,2026-07-06,B,85.6,79.8,100.0,82.1,,178
eastern-sierra-transit-25,Eastern Sierra Transit,2026-07-06,B,85.6,79.8,100.0,82.1,,178
eastside-friends-of-seniors,Eastside Friends of Seniors,2026-07-06,C,73.8,90.0,100.0,30.0,,148
easy-ride-transportation,Easy Ride Transportation,2026-07-06,D,66.0,94.0,43.3,45.0,,26
eco-transit,ECO Transit,2026-07-06,F,45.6,63.0,0.0,57.7,,-1178
eco-transit-2045,Flex v2 included,2026-07-06,C,73.8,90.0,100.0,30.0,,299
eco-transit-2061,ECO Transit,2026-07-06,F,45.6,63.0,0.0,57.7,,-1178
el-dorado-transit,El Dorado Transit,2026-07-06,B,84.1,90.0,100.0,63.1,,148
el-dorado-transit-agency,El Dorado County Transit Authority,2026-07-06,B,84.1,90.0,100.0,63.1,,148
el-monte-transit,El Monte Transit,2026-07-06,F,51.7,86.0,0.0,45.0,,-248
el-monte-transit-103,El Monte Transit,2026-07-06,F,51.7,86.0,0.0,45.0,,-248
el-paso-fountain-valley-senior-citizens-program-inc,Flex v2 included,2026-07-06,C,74.2,94.0,95.0,30.0,,57
el-paso-transportation-authority,El Paso Transportation Authority,2026-07-06,C,77.7,96.0,85.0,41.9,83.3,298
el-segundo-transportation,El Segundo Transportation,2026-07-06,F,43.8,68.0,0.0,45.0,,-1648
el-segundo-transportation-2210,El Segundo Transportation,2026-07-06,F,46.8,74.8,0.0,45.0,,-759
el-segundo-transportation-458,El Segundo Transportation,2026-07-06,F,43.8,68.0,0.0,45.0,,-1648
elevated-transit,Elevated Transit,2026-07-06,F,47.5,76.5,0.0,45.0,,-3322
elk-grove-transit,Elk Grove Transit,2026-07-06,F,39.2,57.5,0.0,45.0,,-547
elwha-transit,Elwha Transit,2026-07-06,C,75.5,94.0,100.0,30.0,,210
embark,Embark,2026-07-06,F,43.7,60.8,0.0,54.7,,-947
embark-2062,Embark,2026-07-06,B,83.4,64.2,100.0,96.9,,361
emerald-coast-rider-ecr,Emerald Coast Rider (ECR),2026-07-06,F,51.9,86.5,0.0,44.9,,-3657
emerald-coast-rider-ecr-336,Emerald Coast Rider (ECR),2026-07-06,F,51.9,86.5,0.0,44.9,,-3657
emery-go-round,Emery Go-Round,2026-07-06,F,54.6,82.0,0.0,60.0,,-918
emery-go-round-2224,Emery Go-Round,2026-07-06,C,77.9,86.8,85.0,52.5,86.8,509
emery-go-round-63,Emery Go-Round,2026-07-06,F,54.6,82.0,0.0,60.0,,-918
emory-university-cliff-shuttles,Emory University Cliff Shuttles,2026-07-06,F,39.8,75.0,0.0,22.5,,-4570
envida,Envida,2026-07-06,B,84.0,92.0,100.0,60.0,,148
envida-2044,Flex v2 included,2026-07-06,C,76.3,76.0,100.0,57.9,,148
envida-455,Envida,2026-07-06,B,84.0,92.0,100.0,60.0,,148
erie-metropolitan-transit-authority,Erie Metropolitan Transit Authority,2026-07-06,F,45.7,67.8,0.0,51.3,,-978
erie-metropolitan-transit-authority-412,Erie Metropolitan Transit Authority,2026-07-06,F,45.7,67.8,0.0,51.3,,-978
escambia-county-area-transit-ecat,Escambia County Area Transit (ECAT),2026-07-06,F,46.7,63.8,0.0,60.0,,-1343
escambia-county-area-transit-ecat-335,Escambia County Area Transit (ECAT),2026-07-06,F,46.7,63.8,0.0,60.0,,-1343
estes-transit-2047,Flex v2 included,2026-07-06,C,70.2,82.0,100.0,29.8,,322
estes-transit-459,Estes Transit,2026-07-06,C,72.8,88.0,100.0,29.8,,322
etrans,eTrans,2026-07-06,A,96.7,94.0,100.0,97.7,,148
etrans-65,eTrans,2026-07-06,A,96.7,94.0,100.0,97.7,,148
eugene-to-bend,Eugene to BEND,2026-07-06,F,54.0,80.5,0.0,60.0,,-3473
eugene-to-coos-bay,Eugene to Coos Bay,2026-07-06,F,54.8,82.5,0.0,60.0,,-3473
everett-transit,Everett Transit,2026-07-06,C,72.5,83.5,100.0,35.2,,61
everett-transit-3038,Everett Transit,2026-07-06,C,78.2,84.0,100.0,35.2,100.0,61
express-arrow,Express Arrow,2026-07-06,F,49.9,82.0,0.0,45.0,,-826
express-arrow-460,Express Arrow,2026-07-06,F,49.9,82.0,0.0,45.0,,-826
ez-rider,EZ Rider,2026-07-06,F,46.3,41.2,85.0,22.5,,8943
fairfax-connector,Fairfax Connector,2026-07-06,D,61.3,44.8,100.0,53.5,,817
fairfax-cue-bus-cue,Fairfax CUE Bus (CUE),2026-07-06,D,68.3,91.5,85.0,22.5,,4956
fairfax-cue-bus-cue-2885,Fairfax CUE Bus (CUE),2026-07-06,D,63.1,79.5,85.0,22.5,,8943
fairfax-cue-bus-cue-484,Fairfax CUE Bus (CUE),2026-07-06,D,68.3,91.5,85.0,22.5,,4956
fairfield-and-suisun-transit-fast-transit,Fairfield and Suisun Transit (FAST Transit),2026-07-06,F,48.4,67.0,0.0,61.0,,-6
farmville-area-bus,Farmville Area Bus,2026-07-06,D,65.8,86.0,43.3,55.6,,26
farmville-area-bus-461,Farmville Area Bus,2026-07-06,D,65.8,86.0,43.3,55.6,,26
fast-transit,Fairfield and Suisun Transit (FAST),2026-07-06,F,50.1,71.0,0.0,61.0,,-6
fcrta,Fresno County Rural Transit Agency (FCRTA),2026-07-06,A,90.3,98.8,100.0,70.5,,178
flixbus,Flixbus,2026-07-06,F,52.3,64.2,0.0,77.5,,-1942
florida-department-of-transportation-sunrail,Florida Department of Transportation (SunRail),2026-07-06,A,91.9,95.5,85.0,92.5,,178
foothill-transit,Foothill Transit,2026-07-06,F,50.9,61.5,100.0,37.5,0.0,117
fort-worth-transit-authority,Fort Worth Transit Authority,2026-07-06,C,75.1,77.0,100.0,52.5,,82
four-county-transit,Four County Transit,2026-07-06,B,80.9,93.5,100.0,48.1,,298
four-county-transit-2448,Flex,2026-07-06,C,75.7,81.5,100.0,48.0,,298
franklin-county-public-transportation,Franklin County Public Transportation,2026-07-06,F,58.4,69.5,78.3,26.8,,56
franklin-regional-transit-authority-frta,Franklin Regional Transit Authority (FRTA),2026-07-06,C,79.4,88.0,93.3,56.1,,56
franklin-transit-authority,Franklin Transit Authority,2026-07-06,C,73.3,100.0,43.3,60.0,,26
franklin-transit-authority-361,Franklin Transit Authority,2026-07-06,C,73.3,100.0,43.3,60.0,,26
frederick-county-transit,Frederick County TransIT,2026-07-06,F,34.3,25.0,0.0,74.8,,-493
frederick-county-transit-2432,Frederick County TransIT,2026-07-06,F,59.9,52.8,50.0,59.1,83.3,30
fredericksburg-regional-transit,Fredericksburg Regional Transit,2026-07-06,F,25.8,21.5,0.0,52.5,,-918
fredericksburg-regional-transit-2430,Fredericksburg Regional Transit,2026-07-06,F,38.6,61.5,0.0,37.5,,-462
freedom-cruise-line,Freedom Cruise Line,2026-07-06,F,53.7,80.0,0.0,60.0,,-45
freedom-cruise-line-425,Freedom Cruise Line,2026-07-06,F,53.7,80.0,0.0,60.0,,-45
fresno-area-express-fax,Fresno Area Express (FAX),2026-07-06,F,52.3,68.0,56.7,26.7,,34
froggy-transportation,Froggy Transportation,2026-07-06,B,82.4,79.0,85.0,85.0,,178
gainesville-regional-transit-system,Gainesville Regional Transit System,2026-07-06,F,40.9,66.8,0.0,37.5,,-1415
gainesville-regional-transit-system-2412,Gainesville Regional Transit System,2026-07-06,F,47.6,71.2,0.0,52.5,,-323
gallup-express,Gallup Express,2026-07-06,F,59.1,83.5,0.0,72.3,,-66
gallup-express-462,Gallup Express,2026-07-06,F,59.1,83.5,0.0,72.3,,-66
galveston-island-transit,Galveston Island Transit,2026-07-06,C,71.7,49.8,100.0,79.6,,63
garden-of-the-gods,Garden of the Gods,2026-07-06,F,45.5,71.8,0.0,45.0,,-1131
garden-of-the-gods-879,Garden of the Gods,2026-07-06,F,45.5,71.8,0.0,45.0,,-1131
georgia-tech-trolley-stinger-shuttles,Georgia Tech Trolley & Stinger Shuttles,2026-07-06,F,37.4,66.5,0.0,26.7,,-4447
get-around-town-express,Get Around Town Express,2026-07-06,F,46.7,74.5,0.0,45.0,,-552
glendale-beeline,Glendale Beeline,2026-07-06,F,49.1,85.5,0.0,37.5,,-1405
glendora-transportation-division,Glendora Transportation Division,2026-07-06,F,35.7,40.0,0.0,58.1,,-1283
glendora-transportation-division-3097,Glendora Transportation Division,2026-07-06,D,66.0,90.0,41.7,51.8,,25
glenn-transit-service,Glenn Transit Service,2026-07-06,F,33.5,33.8,0.0,60.0,,-1343
glenn-transit-service-2207,Glenn Transit Service,2026-07-06,F,49.7,70.8,0.0,60.0,,-431
glenn-transit-service-3094,Glenn Transit Service,2026-07-06,B,85.2,94.8,100.0,60.0,,178
glenn-transit-service-835,Glenn Transit Service,2026-07-06,F,33.5,33.8,0.0,60.0,,-1343
gloversville-transit-services,Gloversville Transit Services,2026-07-06,F,30.2,43.0,0.0,36.6,,-918
gloversville-transit-system,Gloversville Transit System,2026-07-06,F,32.2,47.0,0.0,37.2,,-52
go-transit,GO Transit,2026-07-06,B,87.5,100.0,100.0,59.9,,117
go-transit-397,GO Transit,2026-07-06,B,87.5,100.0,100.0,59.9,,117
go-west-shuttle,Go West Shuttle,2026-07-06,F,48.5,68.0,0.0,60.0,,-1647
go-west-shuttle-623,Go West Shuttle,2026-07-06,F,48.5,68.0,0.0,60.0,,-1647
gocary,GoCary,2026-07-06,F,52.8,78.0,0.0,59.7,,-552
gocary-2277,GoCary,2026-07-06,B,81.1,96.0,100.0,45.0,,151
gocary-375,GoCary,2026-07-06,F,52.8,78.0,0.0,59.7,,-552
godurham,GoDurham,2026-07-06,F,38.0,43.8,0.0,60.2,,-187
godurham-377,GoDurham,2026-07-06,F,38.0,43.8,0.0,60.2,,-187
gold-coast-transit-south-coast-area-transit,"Gold Coast Transit, South Coast Area Transit",2026-07-06,F,36.7,24.0,40.0,51.9,,33
golden-empire-transit-district-get,Golden Empire Transit District (GET),2026-07-06,B,87.3,78.0,100.0,90.3,,543
golden-gate-national-recreation-area-alcatraz-island,Alcatraz Cruises Ferry,2026-07-06,A,92.2,100.0,100.0,75.0,,118
golden-gate-transit,Golden Gate Transit,2026-07-06,D,69.1,73.2,85.0,50.5,,68
gotriangle,GoTriangle,2026-07-06,F,50.2,72.0,0.0,60.0,,-552
gotriangle-3183,GoTriangle,2026-07-06,F,55.9,58.0,43.3,62.9,,26
gotriangle-374,GoTriangle,2026-07-06,F,50.2,72.0,0.0,60.0,,-552
gowal,GoWal,2026-07-06,F,47.6,66.0,0.0,60.0,,-1070
graham-transit,Graham Transit,2026-07-06,D,63.4,88.0,43.3,45.0,,26
graham-transit-611,Graham Transit,2026-07-06,D,63.4,88.0,43.3,45.0,,26
grand-canyon-national-park,South Rim Shuttle,2026-07-06,A,98.2,96.0,100.0,100.0,,67
grand-valley-transit,Grand Valley Transit,2026-07-06,F,55.2,78.0,0.0,67.5,,-243
grand-valley-transit-2288,Flex,2026-07-06,D,66.0,94.0,43.3,45.0,,26
grant-transit-authority,Grant Transit Authority,2026-07-06,C,79.1,82.0,100.0,58.4,,269
grapeline,GrapeLine,2026-07-06,C,75.5,78.0,100.0,52.5,,1090
grays-harbor-transit,Grays Harbor Transit,2026-07-06,A,95.0,88.8,100.0,99.7,,116
grays-harbor-transit-263,Grays Harbor Transit,2026-07-06,A,95.0,88.8,100.0,99.7,,116
greater-attleboro-taunton-regional-transit-authority-gatra,Greater Attleboro Taunton Regional Transit Authority (GATRA),2026-07-06,F,35.7,65.5,0.0,22.4,,-442
greater-attleboro-taunton-regional-transit-authority-gatra-418,Greater Attleboro Taunton Regional Transit Authority (GATRA),2026-07-06,F,35.7,65.5,0.0,22.4,,-442
greater-bridgeport-transit,Greater Bridgeport Transit,2026-07-06,C,75.2,72.0,100.0,60.0,,174
greater-bridgeport-transit-530,Greater Bridgeport Transit,2026-07-06,C,75.2,72.0,100.0,60.0,,174
greater-cleveland-regional-transit-authority,Greater Cleveland Regional Transit Authority,2026-07-06,F,21.9,5.5,43.3,45.3,0.0,26
greater-dayton-regional-transit-authority-greater-dayton-rta,Greater Dayton Regional Transit Authority (Greater Dayton RTA),2026-07-06,C,77.2,64.0,100.0,77.5,,61
greater-glens-falls-transit,Greater Glens Falls Transit,2026-07-06,F,20.2,27.5,0.0,26.3,,-918
greater-lynchburg-transit-co,Greater Lynchburg Transit Co.,2026-07-06,B,81.4,86.0,100.0,60.2,,178
greater-lynchburg-transit-co-381,Greater Lynchburg Transit Co.,2026-07-06,B,81.4,86.0,100.0,60.2,,178
greater-peoria-mass-transit-citylink,Greater Peoria Mass Transit (CityLink),2026-07-06,F,36.7,41.2,0.0,59.9,,-1675
greater-peoria-mass-transit-citylink-2208,Greater Peoria Mass Transit (CityLink),2026-07-06,D,66.0,67.0,100.0,37.5,,61
greater-peoria-mass-transit-citylink-386,Greater Peoria Mass Transit (CityLink),2026-07-06,F,36.7,41.2,0.0,59.9,,-1675
greater-portland-metro-bus,Greater Portland Metro Bus,2026-07-06,F,23.5,37.5,0.0,22.6,,-1157
greater-portland-metro-bus-2642,Greater Portland Metro Bus,2026-07-06,F,52.5,67.5,35.0,20.7,83.3,30
greeley-evans-transit-get-2076,Greeley-Evans Transit (GET),2026-07-06,B,81.7,92.0,93.3,57.9,,56
green-bay-metro,Green Bay Metro,2026-07-06,F,26.9,55.5,0.0,8.3,,-2013
green-mountain-community-network-gmcn,Green Mountain Community Network (GMCN),2026-07-06,C,78.0,87.5,100.0,47.0,,210
green-mountain-community-network-gmcn-539,Green Mountain Community Network (GMCN),2026-07-06,C,78.0,87.5,100.0,47.0,,210
greene-county-transit,Greene County Transit,2026-07-06,F,54.8,47.5,100.0,28.8,,179
greensboro-transit-authority-gta,Greensboro Transit Authority (GTA),2026-07-06,F,47.6,66.0,0.0,60.0,,-493
greensville-emporia-transit,Greensville Emporia Transit,2026-07-06,D,68.2,90.0,41.7,58.9,,25
greensville-emporia-transit-463,Greensville Emporia Transit,2026-07-06,D,68.2,90.0,41.7,58.9,,25
groome-transportation,Groome Transportation,2026-07-06,F,37.6,43.2,0.0,59.9,,-1283
groome-transportation-319,Groome Transportation,2026-07-06,F,37.6,43.2,0.0,59.9,,-1283
groome-transportation-arizona-shuttle,Groome Transportation - Arizona Shuttle,2026-07-06,F,44.1,58.0,0.0,60.0,,-1283
groome-transportation-arizona-shuttle-156,Groome Transportation - Arizona Shuttle,2026-07-06,F,44.1,58.0,0.0,60.0,,-1283
groome-transportation-colorado-springs-shuttle,Groome Transportation - Colorado Springs Shuttle,2026-07-06,F,49.4,70.0,0.0,60.0,,-1283
groome-transportation-colorado-springs-shuttle-168,Groome Transportation - Colorado Springs Shuttle,2026-07-06,F,49.4,70.0,0.0,60.0,,-1283
groome-transportation-greenride,Groome Transportation (Greenride),2026-07-06,F,45.0,60.0,0.0,60.0,,-1343
grtc-transit-system,GRTC Transit System,2026-07-06,F,31.7,54.0,0.0,26.0,,-779
gtrans,GTrans,2026-07-06,F,23.0,9.8,0.0,60.0,,-1039
gtrans-2270,GTrans,2026-07-06,D,63.0,77.2,20.0,77.5,,12
gtrans-616,GTrans,2026-07-06,F,23.0,9.8,0.0,60.0,,-1039
guadalupe-flyer,Guadalupe Flyer,2026-07-06,F,47.5,76.5,0.0,45.0,,-351
guadalupe-flyer-617,Guadalupe Flyer,2026-07-06,F,47.5,76.5,0.0,45.0,,-351
guemes-island-ferry,Guemes Island Ferry,2026-07-06,C,74.7,81.5,100.0,45.0,,317
gulf-islands-national-seashore,Pensacola Bay City Ferry,2026-07-06,A,96.5,92.0,100.0,100.0,,117
gulf-islands-national-seashore-3210,Ship Island Excursions,2026-07-06,A,98.2,96.0,100.0,100.0,,118
gunnison-valley-rta,Flex v2 included,2026-07-06,C,75.5,94.0,100.0,30.0,,118
gunnison-valley-transportation-authority-rta,Gunnison Valley Transportation Authority (RTA),2026-07-06,A,98.2,96.0,100.0,100.0,,142
gunnison-valley-transportation-authority-rta-163,Gunnison Valley Transportation Authority (RTA),2026-07-06,A,98.2,96.0,100.0,100.0,,142
gwinnett-county-transit,Gwinnett County Transit,2026-07-06,F,42.4,59.2,0.0,52.7,,-2012
gwinnett-county-transit-2241,Gwinnett County Transit,2026-07-06,C,71.7,80.0,100.0,37.5,,173
gwinnett-county-transit-369,Gwinnett County Transit,2026-07-06,F,42.4,59.2,0.0,52.7,,-2012
hampton-roads-transit-hrt,Hampton Roads Transit (HRT),2026-07-06,D,62.3,69.2,100.0,22.6,,110
harbor-connector,Harbor Connector,2026-07-06,B,81.4,86.0,100.0,60.0,,117
harbor-connector-618,Harbor Connector,2026-07-06,B,81.4,86.0,100.0,60.0,,117
harford-transit-link,Harford Transit LINK,2026-07-06,F,32.0,46.5,0.0,37.2,,-1283
harney-county,Harney County,2026-07-06,B,80.4,87.5,93.3,60.0,,56
harrisonburg-department-of-public-transportation-hdpt,HDPT,2026-07-06,F,30.4,32.0,0.0,52.5,,-1885
hawai-i-mass-transit-agency-hele-on-bus,Hawai'i Mass Transit Agency (Hele-On Bus),2026-07-06,F,51.9,65.0,0.0,75.0,,-924
herkimer-oneida-counties-transportation-study-hocts,Herkimer-Oneida Counties Transportation Study (HOCTS),2026-07-06,F,24.9,31.5,0.0,35.7,,-1648
hernando-county-transit-thebus,Hernando County Transit (TheBus),2026-07-06,F,50.2,82.5,0.0,45.0,,-3473
hernando-county-transit-thebus-341,Hernando County Transit (TheBus),2026-07-06,F,50.2,82.5,0.0,45.0,,-3473
hiawathaland-transit,Hiawathaland Transit,2026-07-06,C,76.2,84.0,100.0,46.3,,87
high-desert-point,High Desert Point,2026-07-04,F,31.3,71.5,0.0,0.0,,
high-desert-point-636,High Desert Point,2026-07-04,F,31.3,71.5,0.0,0.0,,
hillsborough-area-regional-transit-hart,Hillsborough Area Regional Transit (HART),2026-07-06,F,57.0,82.0,66.7,60.0,0.0,40
homage-d-arling-direct,Homage: DʼArling Direct,2026-07-06,F,48.8,79.5,0.0,45.0,,-371
home-james,Home James,2026-07-06,B,83.2,91.5,100.0,58.3,,136
home-james-607,Home James,2026-07-06,B,83.2,91.5,100.0,58.3,,136
hope-college-evening-shuttle,Hope College Evening Shuttle,2026-07-06,B,81.1,96.0,100.0,45.0,,671
hopelink-transportation,Hopelink Transportation,2026-07-06,D,61.3,94.0,43.3,30.0,,26
hornell-area-transit,Hornell Area Transit,2026-07-06,F,40.3,65.5,20.0,21.2,,12
hudson-link,Hudson Link,2026-07-06,B,82.7,100.0,100.0,44.5,,87
humboldt-transit-authority,Humboldt Transit Authority,2026-07-06,C,78.2,87.0,100.0,100.0,13.9,178
humboldt-transit-authority-19,Humboldt Transit Authority,2026-07-06,B,82.1,87.0,100.0,100.0,33.3,178
humboldt-transit-authority-3032,Humboldt Transit Authority,2026-07-06,A,90.7,79.0,100.0,99.7,,178
huntington-area-rapid-transit-hart,Huntington Area Rapid Transit (HART),2026-07-06,C,73.8,79.5,100.0,45.0,,180
huntington-park-express,Huntington Park Express,2026-07-06,F,44.9,70.5,0.0,45.0,,-552
huntington-park-express-2648,Huntington Park Express,2026-07-06,F,48.8,79.5,0.0,45.0,,-36
huntsville-shuttle,Huntsville Shuttle,2026-07-06,F,46.7,80.0,0.0,37.5,,-1283
huntsville-shuttle-2081,Huntsville Shuttle,2026-07-06,C,72.3,90.0,85.0,37.5,,178
hut-airport-shuttle,HUT Airport Shuttle,2026-07-04,F,31.5,72.0,0.0,0.0,,
hut-airport-shuttle-635,HUT Airport Shuttle,2026-07-04,F,31.5,72.0,0.0,0.0,,
hy-line-cruises,Hy-Line Cruises,2026-07-06,B,81.2,85.5,100.0,60.0,,118
hy-line-cruises-427,Hy-Line Cruises,2026-07-06,B,81.2,85.5,100.0,60.0,,118
i-ride-trolley-i-ride,I-RIDE Trolley (I-RIDE),2026-07-06,D,69.5,83.5,85.0,37.5,,8580
indian-trails-detroit-ann-arbor-express,"Indian Trails, Detroit Ann Arbor Express",2026-07-06,F,56.1,80.0,0.0,67.5,,-552
indian-trails-detroit-ann-arbor-express-384,"Indian Trails, Detroit Ann Arbor Express",2026-07-06,F,56.1,80.0,0.0,67.5,,-552
indygo,IndyGo,2026-07-06,F,37.4,48.0,0.0,52.4,,-863
inter-island-ferry,Inter-Island Ferry,2026-07-06,B,84.1,96.0,93.3,60.0,,56
inter-island-ferry-243,Inter-Island Ferry,2026-07-06,B,84.1,96.0,93.3,60.0,,56
intercity-transit,Intercity Transit,2026-07-06,B,80.3,84.0,90.0,52.5,98.8,54
intercity-transit-2289,Intercity Transit,2026-07-06,C,75.5,94.0,100.0,30.0,,299
interurban-trolley,Interurban Trolley,2026-07-06,B,85.2,84.8,100.0,74.0,,178
iowa-city-transit-system,Iowa City Transit System,2026-07-06,C,76.6,100.0,93.3,30.3,,56
iowa-city-transit-system-559,Iowa City Transit System,2026-07-06,C,76.6,100.0,93.3,30.3,,56
island-transit,Island Transit,2026-07-06,C,74.7,72.0,100.0,58.3,,87
jackson-transit-authority,Jackson Transit Authority,2026-07-06,F,59.5,94.0,0.0,58.8,,-97
jamestown-s-klallam,Jamestown S'klallam,2026-07-06,F,55.5,84.0,0.0,60.0,,-2104
jamestown-s-klallam-285,Jamestown S'klallam,2026-07-06,F,55.5,84.0,0.0,60.0,,-2104
janesville-transit-system,Janesville Transit System,2026-07-06,B,82.2,90.0,100.0,56.9,,157
janesville-transit-system-2239,Janesville Transit System,2026-07-06,F,52.5,77.2,0.0,60.0,,-312
janesville-transit-system-393,Janesville Transit System,2026-07-06,B,82.2,90.0,100.0,56.9,,157
jaunt-inc,JAUNT Inc,2026-07-04,F,26.2,60.0,0.0,0.0,,
jeffco-express,JeffCo Express,2026-07-06,F,43.7,64.0,0.0,50.2,,-1922
jeffco-express-189,JeffCo Express,2026-07-06,F,43.7,64.0,0.0,50.2,,-1922
jefferson-transit-authority,Jefferson Transit Authority,2026-07-06,A,98.0,95.5,100.0,100.0,,331
jefferson-transit-authority-838,Jefferson Transit Authority,2026-07-06,A,98.0,95.5,100.0,100.0,,331
jfk-airtrain,JFK Airtrain,2026-07-06,F,41.8,79.5,0.0,22.5,,-1648
johnson-county-transit,Johnson County Transit,2026-07-06,D,66.4,80.0,100.0,20.4,,178
jonesboro-economical-transportation-jet,Jonesboro Economical Transportation (JET),2026-07-06,F,44.1,74.0,0.0,37.5,,-3109
josephine-county-transit-jct,Josephine County Transit (JCT),2026-07-06,B,84.9,94.0,100.0,60.0,,179
jtran,JTRAN,2026-07-06,F,45.4,62.8,0.0,57.4,,-1648
jtran-155,JTRAN,2026-07-06,F,45.4,62.8,0.0,57.4,,-1648
jump-around-carson,Jump Around Carson,2026-07-06,F,50.8,84.0,0.0,45.0,,-1648
kalamazoo-metro-transit,Kalamazoo Metro Transit,2026-07-06,F,31.8,46.0,0.0,37.5,,-1157
kalamazoo-metro-transit-2070,Kalamazoo Metro Transit,2026-07-06,F,31.4,45.0,0.0,37.5,,-673
kalispel-tribal-transit-kaltran,Kalispel Tribal Transit (KalTran),2026-07-06,F,56.4,86.0,0.0,60.0,,-765
kansas-city-area-transportation-authority-kcata,Kansas City Area Transportation Authority (KCATA),2026-07-06,F,28.2,43.5,8.3,22.8,,5
kayak-transit-ctuir,Kayak Transit (CTUIR),2026-07-06,F,46.7,76.0,0.0,43.1,,-371
kayak-transit-ctuir-272,Kayak Transit (CTUIR),2026-07-06,F,46.7,76.0,0.0,43.1,,-371
keep-tahoe-blue,Emerald Bay Shuttle,2026-07-06,D,65.1,88.0,0.0,85.0,,-264
kern-transit,Kern Transit,2026-07-06,B,83.1,89.8,100.0,60.2,,174
kern-transit-47,Kern Transit,2026-07-06,B,83.1,89.8,100.0,60.2,,174
ketchikan-gateway-borough,The Bus,2026-07-06,B,81.6,65.5,100.0,89.3,,359
ketchikan-gateway-borough-244,The Bus,2026-07-06,B,81.6,65.5,100.0,89.3,,359
key-west-transit,Key West Transit,2026-07-06,F,44.7,64.0,0.0,53.4,,-539
key-west-transit-322,Key West Transit,2026-07-06,F,44.7,64.0,0.0,53.4,,-539
kimball-county-transit-service,Kimball County Transit Service,2026-07-06,F,51.9,78.0,0.0,56.8,,-173
king-county-metro,King County Metro,2026-07-06,B,80.3,56.8,88.3,92.2,98.3,53
kingman-area-regional-transit,Kingman Area Regional Transit,2026-07-06,F,57.2,88.0,0.0,60.0,,-187
kings-area-rural-transit,Kings Area Rural Transit,2026-07-06,F,42.4,54.0,0.0,60.0,,-2012
kings-area-rural-transit-2204,Kings Area Rural Transit,2026-07-06,C,73.5,84.0,100.0,37.5,,543
kings-area-rural-transit-42,Kings Area Rural Transit,2026-07-06,F,42.4,54.0,0.0,60.0,,-2012
kiowa-county-transit,Flex,2026-07-06,C,72.9,88.0,100.0,30.0,,148
kiryas-joel-area-transit,Kiryas Joel Area Transit,2026-07-06,F,50.7,83.8,0.0,45.0,,-735
kitsap-transit,Kitsap Transit,2026-07-06,C,71.5,85.2,100.0,60.0,33.3,68
klamath-shuttle,Klamath Shuttle,2026-07-06,F,51.1,74.0,0.0,60.0,,-1400
klamath-shuttle-crater-lake-trolley,Klamath Shuttle - Crater Lake Trolley,2026-07-06,F,50.9,73.5,0.0,60.0,,-2499
knoxville-area-transit-kat,Knoxville Area Transit (KAT),2026-07-06,F,56.8,49.0,85.0,45.0,,26841
ku-on-wheels-lawrence-transit-system,KU on Wheels & Lawrence Transit System,2026-07-06,F,35.1,53.5,0.0,37.5,,-1982
ku-on-wheels-lawrence-transit-system-2063,KU on Wheels & Lawrence Transit System,2026-07-06,D,63.5,76.5,48.3,57.4,,29
l-e-w-i-s-mountain-highway-transit,L.E.W.I.S. Mountain Highway Transit,2026-07-06,F,54.4,81.5,0.0,60.0,,-1131
l-e-w-i-s-mountain-highway-transit-567,L.E.W.I.S. Mountain Highway Transit,2026-07-06,F,54.4,81.5,0.0,60.0,,-1131
la-junta-transit,Flex,2026-07-06,D,66.0,94.0,43.3,45.0,,26
la-puente-link,La Puente LINK,2026-07-06,F,43.8,68.0,0.0,45.0,,-1648
la-puente-link-2250,La Puente LINK,2026-07-06,F,44.2,68.8,0.0,45.0,,-552
la-puente-link-563,La Puente LINK,2026-07-06,F,43.8,68.0,0.0,45.0,,-1648
lady-of-the-lake,Lady of the Lake,2026-07-06,D,67.9,66.0,100.0,45.0,,63
laguna-beach-transit-lbt,Laguna Beach Transit (LBT),2026-07-06,B,81.9,100.0,100.0,42.0,,170
laguna-beach-transit-lbt-16,Laguna Beach Transit (LBT),2026-07-06,B,81.9,100.0,100.0,42.0,,170
lake-champlain-ferries,Lake Champlain Ferries,2026-07-06,C,76.7,86.0,100.0,45.0,,143
lake-champlain-ferries-547,Lake Champlain Ferries,2026-07-06,C,76.7,86.0,100.0,45.0,,143
lake-county-connection,Lake County Connection,2026-07-06,F,49.6,76.0,0.0,52.4,,-2268
lake-county-connection-2255,Lake County Connection,2026-07-06,C,77.4,90.0,100.0,41.6,,86
lake-county-senior-center-transportation-program,Flex,2026-07-06,C,78.4,90.0,100.0,45.0,,148
